18380698433,j***7,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：非常好看，颜色也时尚 冷暖效果：制热相当快，制冷也很好，风速吹的也比较舒服 静音效果：工作声音很小 节能省电：也很省电 送货安装：师傅上门安装很快,2022-11-10 13:06:47,2022-11-13 14:13:59,1,1,5
22178760973,j***a,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,空调安装好了，工人专业，服务很好，干活细心！！！！！,2024-12-25 20:00:02,2025-01-12 10:15:38,0,1,5
22002914724,w***0,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,很好，送货安装及时，空调制热快。,2024-12-22 10:24:57,2024-12-25 11:08:16,0,1,5
21775069963,j***k,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,产品非常.值得购买！,2024-11-11 14:04:32,2024-11-13 15:07:14,0,1,5
19414855354,j***r,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：外观大气稳重值得购买 冷暖效果：制冷辅热效果显著性能强悍 静音效果：晚上睡觉踏实 一点声音都没有 产品特色：大品牌值得信赖国货精品 节能效果：节能减排环保大气 柔风效果：舒服爽歪歪,2023-07-25 19:36:31,2023-08-08 19:07:40,18,2,5
19598310433,清***l,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：外形是真的没说的，挺好看的 冷暖效果：冷暖效果很不错。 静音效果：声音很小，声音不大，可以接受 产品特色：产品一级能效不错。 节能效果：3匹的柜机比挂机费电，但是一级能效节能模式挺好的,2023-08-24 18:26:13,2023-08-30 15:22:32,0,1,5
17660917087,j***7,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,整体满意。宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买。 冷暖效果：制冷快， 静音效果：声音不大，能接受 节能省电：刚装好，暂时不知道 送货安装：师傅态度好，安装很专业的 外形外观：外观漂亮，推荐购买。。,2022-06-17 20:10:18,2022-06-19 15:14:36,0,1,5
19103954811,z***5,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,依然选择美的空调，外形设计时尚美观，无噪音，风速可调节大小，睡眠模式更人性化，变频空调，环保节能省电，送货上门，服务到位，送货速度相当快，送完货安装师傅就联系上门安装了，安装师傅热情认真，服务态度很好，认真负责，安装完成以后调试完成细心指导后期使用注意事项。很满意的一次购物体验。,2023-05-10 01:10:56,2023-05-12 09:45:30,1,1,5
19373016936,j***t,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：好看，得体 冷暖效果：很好，值得购买 静音效果：非常静音。能睡个好觉 产品特色：开启方便。适合家里老人使用 节能效果：一级节能，能耗标准 柔风效果：不错，久吹不头疼 送货时效：准时，有礼貌 安装时效：准时,2023-07-24 21:50:12,2023-07-26 16:15:57,0,0,5
17669966123,t***v,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：外观很时尚，跟装修风格也很搭， 冷暖效果：冷暖效果还可以，出风口很大。 静音效果：很静音，风速可调，开到最大也没什么声音。。,2022-04-29 23:26:08,2022-06-20 21:15:13,0,1,5
18307802439,j***I,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,选择美的空调确实不错，从购买到售后都不费心，安装得很细致，空调颜值高，低调奢华，使用起来很舒适，没有噪音，风量可调，制冷制热效果都很好。,2022-10-21 19:44:28,2022-10-31 17:15:11,1,1,5
21213556818,j***p,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,宝贝收到了，和描述一样，很喜欢商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~🌸🌸🌸从没想过这么实惠的价格能买到这么好的宝贝，下次还来你家这个是真的好，材料和做工都特别精致，做工真的非常棒，我觉着我可以推荐给我朋友买宝贝收到，物流很快，描述相符，比较满意，好评，推荐特别特别满意，超级好看，客服很有礼貌，很客气，良心商家，支持！🎁宝贝收到了，颜色很好看，质感也很好，样子简单！🤩是我想要的！！下次还会再来！宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥一直在这里买这个，活动的时候价格很美丽，发货速度贼快，质量不错，应该是正品刚好做活动，价格便宜了很多，性价比超高，真的特别划算货真价实，高颜值，高品质，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢ʜᴀ͟ᴘ͟ᴘ͟ʏ𝟙𝟘𝟘,2024-08-14 10:37:22,2024-08-18 21:20:48,1,1,5
19383673104,j***z,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：经典的圆柱造型，萌萌哒&hellip; 送货时效：送货很快，当天下单第二天就收到了 安装时效：预约安装，及时又爽快！！工作人员很专业，没有额外收费，流程安全透明 冷暖效果：调试设备后制冷效果快，大大的风口，出风更广阔，还能一键智控温自动调节，舒适，客厅有了它，这个夏天就不用担心啦&hellip; 服务质量：大品牌，无可挑剔，性价比合适就闭眼入。京东大品牌机制给力，买的就是一个放心，还有价格保护，永远不用担心会买贵！！！,2023-07-25 19:49:29,2023-07-29 22:33:03,31,3,5
17931935718,-***-,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：简洁大方，时尚高端 冷暖效果：制冷速度快，效果很好 送货安装：工作人员想你所想，安排非常到位。服务态度十星好评 静音效果：很安静，没有让人心烦的杂音。 产品特色：出风大，体积小不占地方。外形高端大气 总体来说，美的没有失大咖风范，方方面面都做的很到位，工作人员****态度非常好。一心为客户所想。值得五星好评，五星推荐。,2022-08-16 20:19:14,2022-08-19 11:09:53,0,0,5
18650177848,微***幽,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,美的空调，制热效果真好，五分钟都有效果了，要想房间都温度上去要半小时因为你房间家具，墙还都是凉的，不可能一下子温度都升上去。有点耐心亲。很快温度都满意了。功能强大，隐形屏。还带eco夜间模式。都是睡觉的时候按eco都行了。真省心。。京东快递送货上门态度好满意。,2022-12-24 23:13:49,2023-01-04 13:28:06,1,1,5
19181447717,o***o,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,送货很快，安装师傅安装很专业，帮我连接了以前的空开，空气开关需要32A的，免费安装的，安装服务很好，很到位。安装以后试了一下机，制冷效果很好，风量很大。又下载了一个美的APP，可以远程控制空调，需要连接WiFi，以后下班儿回家途中就可以开开空调了，到家就可以有合适的温度了。,2023-06-01 15:13:44,2023-06-03 23:56:24,2,1,5
19103948190,z***5,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形设计时尚美观，无噪音，风速可调节大小，睡眠模式更人性化，变频空调，环保节能省电，送货上门，服务到位，送货速度相当快，送完货安装师傅就联系上门安装了，安装师傅热情认真，服务态度很好，认真负责，安装完成以后调试完成细心指导后期使用注意事项。很满意的一次购物体验。,2023-05-10 00:08:41,2023-05-12 09:46:37,8,3,5
17883037043,b***k,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：简直超级棒，非常有质感，科技感满满，珠光白超级喜欢！ 冷暖效果：冷暖效果：选择的 3匹，动力强劲，制冷效果非常nice，也非常静音！联网之后功能更多！ 产品特色：联网之后，可以用手机APP控制，也可以连接小度智能音箱，直接语音控制开启和关闭，解放双手，简直是太舒服了。  送货安装：送货挺及时，一如既往的给京东点赞，估计今年夏天空调安装简直是太多了，放了4天才安装好，好在官方有延时安装补贴，已经成功申请下来！,2022-07-09 00:20:33,2022-08-07 16:21:54,0,0,5
17825438089,e***i,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：外形白色的很清爽，很耐看，外观很大气 冷暖效果：暖暖效果特别好，30秒制冷，60秒制热，冷暖效果特别好 静音效果：超级超级精英几乎听不到什么声音 节能省电：很节能，很省电，体验感非常好 产品特色：可以自动清洗，防止吹美的大品牌值得信赖 送货安装：然后很及时安装，很到位，师傅很专业,2022-07-12 23:01:49,2022-07-25 20:24:58,1,1,5
19183221063,翼***n,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：大厂出品，做工优质人性化，有一种优雅的美 冷暖效果：质量过硬，开启后瞬间来风 静音效果：客厅使用，不影响说话和看电视 产品特色：还可以远程遥控，真的智能化。,2023-05-31 20:43:44,2023-06-04 13:16:49,0,1,5
18364784284,u***4,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：简单大方，位置摆放合理，风口很大。 冷暖效果：制暖很快，噪音也很小，推荐 静音效果：挺安静的 节能省电：省电 产品特色：好评送上，产品很好用，占地也少，和家里装修风格比较搭配。,2022-09-24 13:25:08,2022-11-10 23:09:46,0,2,5
18517702683,l***y,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,给京东客服5颗星，服务态度很好，很满意，物流也很快，好评！美的客服解决问题有待提高！商品有明显的划痕，但是不承认是质量问题，真是影响心情的购物体验，也幸好是在京东上买的，京东客服介入解决了。,2022-11-06 22:47:35,2022-12-12 17:02:02,0,2,3
18481939057,r***h,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,给老家爸妈买的，他们很喜欢。说简单大气，很有质感。 外形外观：很喜欢，简单大方，有质感。 冷暖效果：我家客厅太大了，不过还是够用。效果不错。冬天，就只开了制热尝试。还是整体满意 静音效果：声音很小，可以忽略。 产品特色：颜值高价格低 送货安装：送上楼的。这点很好，家里只有老人，又没电梯。这个就京东服务的最好,2022-11-26 09:53:58,2022-12-06 10:26:02,0,1,5
16843615710,u***z,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外观很省空间，我这款拿的4 6 0 o，目前还行，主要是图1能看到的。不占地方，安装后开机室内温度瞬间达标，静音效果很好，冷气覆盖面积很大，多功能送风角度风感很好，手机app连接可以远程操控，自定义定时开关机，送货到楼上，直接送货到六楼家里，给送货人员点赞，第二天就开始安装，安装人员作业很专业很规范，给安装人员点赞。美的大3匹变频空调，发货速度很快哦，东西很赞，送货、安装都很及时，价格挺亲民，经济又实惠，结构巧妙，物有所值，质量非常好，功能齐全。操作方便，刚刚收到货，外观容量都满意，总之就是很好，物美价廉，非常好，形状很美，颜色也很优雅，物流非常快啊，颜色好看和家里风格很搭，家里人特别的喜欢，安装师傅很好，机器质量有保证，性价比很高操作便捷，外观漂亮，尺寸合适，非常满意！空调外观大气时尚，颜色纯白清爽，声音小，物流速度快，安装师傅认真负责，装得牢固，总体感觉很好，物流快，价格适中，风口大，出风大降温快。放在角落也没感觉占地方。声音也不会吵。还是满意的，上门安装的师傅也很细心，服务态度好，好评值！以后有需要还会来买,2021-12-16 08:07:27,2021-12-20 13:53:40,34,15,5
17773787462,南***呱,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：很新潮很美观，搭配客厅整体效果非常好 冷暖效果：制冷效果杠杠的，风很大，大客厅足够了 静音效果：非常安静，开最大风也很安静 节能省电：还行，比不了1级能效，看个人需求 产品特色：价格便宜，外形美观 送货安装：送货快，安装速度也快 师傅安装很快，也很耐心，美的牌子值得信赖,2022-06-08 15:32:39,2022-07-13 16:11:46,5,0,5
21109785679,1***1,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,这款美的柜机给我留下了深刻的印象。它不仅外观时尚，而且功能强大，使用起来非常方便。 外观设计 首先，它的外观设计非常吸引人。简约的线条和时尚的配色让它能够很好地融入各种家居风格。机身尺寸适中，既不占用太多空间，又能提供足够的送风范围。 制冷 制冷效果是我选择这款空调的主要原因之一。即使在炎热的夏季，它也能迅速将室内温度降低到舒适的水平。此外，它还具备智能温控功能，可以根据室内温度自动调节，确保始终保持适宜的室温。 噪音控制 在噪音控制方面，这款美的柜机做得非常好。即使在最大风速下，噪音也不会干扰正常的生活和工作。这对于那些对噪音敏感的人来说是一个巨大的福音。 节能性能 节能性能也是我考虑购买这款空调的重要因素。它具有多种节能模式，可以根据实际情况选择最合适的模式，帮助我节约能源和电费。 操作方便 操作简单方便，遥控器设计合理，功能齐全，可以轻松调整温度和风速。此外，它还支持手机APP远程控  总的来说，我对这款美的柜机非常满意。它给我带来了舒适和便利，是一款值得拥有的家电产品。如果你正在寻找一款性能优异、品质可靠的空调，我强烈推荐你考虑这款美的柜机。,2024-07-04 18:47:06,2024-07-27 11:44:59,0,1,5
18395816243,j***4,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,静音效果:很好 运行速度:很快 功率大小:这次双十一活动我买了三室一厅的套装，客厅的就是这个三匹的大功率柜机，客厅面积是33平， 应该可以覆盖。 安装服务:安装速 度快，安装师傅第二天就过来安装啦，安装也非常专业， 点赞制冷热效果:制冷制热响应很快，已经是第n台美 的的空调了，使用非常放心。 现在家里全是美的空调,2022-11-11 10:27:34,2022-11-15 21:58:08,0,0,5
19388946428,j***k,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,这款美的空调外观时尚大方，高端大气，质量棒棒哒，性能不错，制冷效果很好，静音，睡觉很舒服安稳，价格实惠，美的空调，创造美好生活！支持京东，支持美的，值得拥有！,2023-07-25 20:32:32,2023-07-31 16:28:41,0,1,5
17774330447,j***o,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：外观时尚大气，上档次。 冷暖效果：制冷效果好！！ 静音效果：可以可以！！ 节能省电：三级能效还可以，自己家用！ 产品特色：性价比高，适合家用？。 送货安装：师傅人很好，安装很顺利。第一天送来，第二天安装！好评,2022-07-11 14:32:10,2022-07-13 18:23:21,1,1,5
19019096810,轩***安,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,送货速度快，安装师傅非常专业，空调的声音非常小，家人非常喜欢，非常省电，基本上没有声音，还可以远程控制，APP控制，非常的方便,2023-04-06 12:38:35,2023-04-13 17:30:12,5,2,5
21005285205,m***k,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,美的空调质量好 美观大方上档次 制冷效果好速度快 操作简单方便快捷 节能环保 价格实惠 亲民大众消费 物流速度快 包装完整 妥妥的夏日降暑神器 冷暖效果很好 静音效果好,2024-06-26 15:20:53,2024-06-28 22:28:01,0,1,5
17973101175,S***0,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,大品牌值得信赖，质量很好，做工精细，没有异味，致冷效果较好，第一次发货的有点问题，师傅主动让换货，还帮忙开了检测证明，换货又忙又方便，很快就换了,2022-08-07 14:45:30,2022-08-27 16:25:29,0,0,5
19288790840,5***w,美的(Midea) 空调3匹 风酷三级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能 KFR-72LW/N8MJC3,外形外观：很高大上 冷暖效果：制冷效果好 静音效果：声音很静 产品特色：不占空间 省电 节能效果：节能 柔风效果：很均匀 送货时效：非常快 安装时效：很及时 服务质量：很认真,2023-06-29 11:57:57,2023-06-30 13:22:54,0,1,5
